data_as_of,start_week,end_week,state,county_name,urbanruralcode,fipsstate,fipscounty,fipscode,indicator,all_deaths_total,covid_19_deaths_total,non_hispanic_white,non_hispanic_black,non_hispanic_american_indian,non_hispanic_asian,non_hispanic_nhopi,hispanic,other,urbanruraldesc,footnote
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Athens County,5,39,9,39009,Distribution of all-cause deaths (%),1723,130,0.98,0.012,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Athens County,5,39,9,39009,Distribution of COVID-19 deaths (%),1723,130,0.992,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Athens County,5,39,9,39009,Distribution of population (%),1723,130,0.898,0.028,0.002,0.029,0,0.019,0.023,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Auglaize County,5,39,11,39011,Distribution of all-cause deaths (%),1572,149,0.989,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Auglaize County,5,39,11,39011,Distribution of COVID-19 deaths (%),1572,149,0.987,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Auglaize County,5,39,11,39011,Distribution of population (%),1572,149,0.956,0.006,0.002,0.005,0.001,0.019,0.011,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Belmont County,4,39,13,39013,Distribution of all-cause deaths (%),2274,187,0.979,0.018,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Belmont County,4,39,13,39013,Distribution of COVID-19 deaths (%),2274,187,0.984,,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Belmont County,4,39,13,39013,Distribution of population (%),2274,187,0.925,0.04,0.002,0.005,0,0.011,0.016,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Butler County,2,39,17,39017,Distribution of all-cause deaths (%),12477,1281,0.884,0.087,,0.015,0.001,0.01,0.001,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Butler County,2,39,17,39017,Distribution of COVID-19 deaths (%),12477,1281,0.858,0.105,,0.018,,0.016,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Butler County,2,39,17,39017,Distribution of population (%),12477,1281,0.791,0.09,0.002,0.04,0.001,0.051,0.024,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Clark County,4,39,23,39023,Distribution of all-cause deaths (%),6216,648,0.888,0.098,0.002,0.003,,0.007,0.002,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Clark County,4,39,23,39023,Distribution of COVID-19 deaths (%),6216,648,0.903,0.091,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Clark County,4,39,23,39023,Distribution of population (%),6216,648,0.836,0.087,0.002,0.007,0.001,0.037,0.029,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Clermont County,2,39,25,39025,Distribution of all-cause deaths (%),4712,337,0.97,0.016,0.004,0.005,,0.005,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Clermont County,2,39,25,39025,Distribution of COVID-19 deaths (%),4712,337,0.964,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Clermont County,2,39,25,39025,Distribution of population (%),4712,337,0.929,0.017,0.002,0.014,0,0.022,0.016,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Clinton County,5,39,27,39027,Distribution of all-cause deaths (%),1497,159,0.971,0.026,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Clinton County,5,39,27,39027,Distribution of COVID-19 deaths (%),1497,159,0.956,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Clinton County,5,39,27,39027,Distribution of population (%),1497,159,0.93,0.021,0.003,0.006,0,0.019,0.021,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Columbiana County,5,39,29,39029,Distribution of all-cause deaths (%),4178,451,0.978,0.017,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Columbiana County,5,39,29,39029,Distribution of COVID-19 deaths (%),4178,451,0.969,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Columbiana County,5,39,29,39029,Distribution of population (%),4178,451,0.935,0.023,0.002,0.003,0,0.02,0.016,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Crawford County,5,39,33,39033,Distribution of all-cause deaths (%),1949,231,0.983,0.01,,,,0.005,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Crawford County,5,39,33,39033,Distribution of COVID-19 deaths (%),1949,231,0.991,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Crawford County,5,39,33,39033,Distribution of population (%),1949,231,0.95,0.011,0.002,0.006,0.001,0.018,0.012,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Cuyahoga County,1,39,35,39035,Distribution of all-cause deaths (%),63050,6217,0.699,0.266,0.001,0.009,,0.023,0.001,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Cuyahoga County,1,39,35,39035,Distribution of COVID-19 deaths (%),63050,6217,0.708,0.256,,0.008,,0.027,,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Cuyahoga County,1,39,35,39035,Distribution of population (%),63050,6217,0.582,0.297,0.001,0.034,0,0.065,0.021,Large central metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Darke County,5,39,37,39037,Distribution of all-cause deaths (%),1974,162,0.988,0.006,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Darke County,5,39,37,39037,Distribution of COVID-19 deaths (%),1974,162,0.981,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Darke County,5,39,37,39037,Distribution of population (%),1974,162,0.956,0.007,0.002,0.005,0,0.017,0.013,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Defiance County,5,39,39,39039,Distribution of all-cause deaths (%),2098,187,0.952,,,,,0.043,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Defiance County,5,39,39,39039,Distribution of COVID-19 deaths (%),2098,187,0.952,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Defiance County,5,39,39,39039,Distribution of population (%),2098,187,0.857,0.017,0.002,0.005,0,0.106,0.013,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Delaware County,2,39,41,39041,Distribution of all-cause deaths (%),3535,218,0.945,0.029,,0.016,,0.008,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Delaware County,2,39,41,39041,Distribution of COVID-19 deaths (%),3535,218,0.968,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Delaware County,2,39,41,39041,Distribution of population (%),3535,218,0.828,0.04,0.001,0.082,0,0.029,0.02,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Erie County,5,39,43,39043,Distribution of all-cause deaths (%),3978,395,0.902,0.079,,,,0.016,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Erie County,5,39,43,39043,Distribution of COVID-19 deaths (%),3978,395,0.876,0.081,,,,0.041,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Erie County,5,39,43,39043,Distribution of population (%),3978,395,0.826,0.087,0.002,0.008,0,0.047,0.03,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Fairfield County,2,39,45,39045,Distribution of all-cause deaths (%),5321,550,0.963,0.026,,0.005,,0.003,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Fairfield County,2,39,45,39045,Distribution of COVID-19 deaths (%),5321,550,0.971,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Fairfield County,2,39,45,39045,Distribution of population (%),5321,550,0.84,0.089,0.002,0.021,0,0.025,0.022,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Franklin County,1,39,49,39049,Distribution of all-cause deaths (%),52689,5209,0.771,0.191,0.001,0.017,0,0.016,0.004,Large central metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Franklin County,1,39,49,39049,Distribution of COVID-19 deaths (%),52689,5209,0.757,0.192,,0.022,,0.025,0.003,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Franklin County,1,39,49,39049,Distribution of population (%),52689,5209,0.614,0.234,0.002,0.059,0,0.06,0.031,Large central metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Fulton County,3,39,51,39051,Distribution of all-cause deaths (%),1174,120,0.953,,,,,0.035,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Fulton County,3,39,51,39051,Distribution of COVID-19 deaths (%),1174,120,0.933,,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Fulton County,3,39,51,39051,Distribution of population (%),1174,120,0.885,0.006,0.002,0.004,0,0.091,0.012,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Gallia County,5,39,53,39053,Distribution of all-cause deaths (%),1596,262,0.964,0.028,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Gallia County,5,39,53,39053,Distribution of COVID-19 deaths (%),1596,262,0.954,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Gallia County,5,39,53,39053,Distribution of population (%),1596,262,0.932,0.022,0.004,0.007,0.003,0.014,0.018,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Geauga County,2,39,55,39055,Distribution of all-cause deaths (%),3604,435,0.966,0.026,,,,0.004,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Geauga County,2,39,55,39055,Distribution of COVID-19 deaths (%),3604,435,0.959,0.03,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Geauga County,2,39,55,39055,Distribution of population (%),3604,435,0.953,0.012,0.001,0.007,0,0.017,0.01,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Greene County,3,39,57,39057,Distribution of all-cause deaths (%),4741,572,0.923,0.054,,0.011,,0.006,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Greene County,3,39,57,39057,Distribution of COVID-19 deaths (%),4741,572,0.914,0.051,,,,0.017,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Greene County,3,39,57,39057,Distribution of population (%),4741,572,0.833,0.071,0.003,0.031,0.001,0.032,0.03,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Guernsey County,5,39,59,39059,Distribution of all-cause deaths (%),1652,132,0.976,0.018,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Guernsey County,5,39,59,39059,Distribution of COVID-19 deaths (%),1652,132,1,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Guernsey County,5,39,59,39059,Distribution of population (%),1652,132,0.945,0.015,0.003,0.004,0,0.012,0.02,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Hamilton County,1,39,61,39061,Distribution of all-cause deaths (%),38977,3687,0.773,0.207,0.001,0.009,0,0.008,0.002,Large central metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Hamilton County,1,39,61,39061,Distribution of COVID-19 deaths (%),38977,3687,0.789,0.191,,0.008,,0.01,,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Hamilton County,1,39,61,39061,Distribution of population (%),38977,3687,0.645,0.262,0.001,0.029,0.001,0.037,0.024,Large central metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Hancock County,5,39,63,39063,Distribution of all-cause deaths (%),3569,467,0.956,0.017,,,,0.024,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Hancock County,5,39,63,39063,Distribution of COVID-19 deaths (%),3569,467,0.946,,,,,0.036,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Hancock County,5,39,63,39063,Distribution of population (%),3569,467,0.882,0.018,0.002,0.021,0,0.06,0.017,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Highland County,6,39,71,39071,Distribution of all-cause deaths (%),1497,106,0.974,0.019,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Highland County,6,39,71,39071,Distribution of COVID-19 deaths (%),1497,106,0.962,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Highland County,6,39,71,39071,Distribution of population (%),1497,106,0.948,0.014,0.003,0.004,0,0.013,0.017,Noncore,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Holmes County,6,39,75,39075,Distribution of all-cause deaths (%),1297,212,0.98,0.017,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Holmes County,6,39,75,39075,Distribution of COVID-19 deaths (%),1297,212,0.986,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Holmes County,6,39,75,39075,Distribution of population (%),1297,212,0.976,0.003,0.001,0.002,0,0.01,0.006,Noncore,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Huron County,5,39,77,39077,Distribution of all-cause deaths (%),2072,190,0.964,0.011,,,,0.023,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Huron County,5,39,77,39077,Distribution of COVID-19 deaths (%),2072,190,0.968,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Huron County,5,39,77,39077,Distribution of population (%),2072,190,0.898,0.011,0.002,0.003,0,0.069,0.016,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Jefferson County,4,39,81,39081,Distribution of all-cause deaths (%),3335,355,0.923,0.07,,,,0.005,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Jefferson County,4,39,81,39081,Distribution of COVID-19 deaths (%),3335,355,0.935,0.051,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Jefferson County,4,39,81,39081,Distribution of population (%),3335,355,0.898,0.054,0.002,0.005,0,0.017,0.023,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Knox County,5,39,83,39083,Distribution of all-cause deaths (%),2237,210,0.985,0.009,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Knox County,5,39,83,39083,Distribution of COVID-19 deaths (%),2237,210,0.99,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Knox County,5,39,83,39083,Distribution of population (%),2237,210,0.951,0.009,0.002,0.006,0,0.017,0.013,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Lake County,2,39,85,39085,Distribution of all-cause deaths (%),7789,730,0.931,0.052,,0.006,,0.009,0.002,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Lake County,2,39,85,39085,Distribution of COVID-19 deaths (%),7789,730,0.922,0.058,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Lake County,2,39,85,39085,Distribution of population (%),7789,730,0.871,0.047,0.001,0.015,0,0.048,0.017,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Licking County,2,39,89,39089,Distribution of all-cause deaths (%),5901,506,0.963,0.025,,0.006,,0.004,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Licking County,2,39,89,39089,Distribution of COVID-19 deaths (%),5901,506,0.962,0.024,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Licking County,2,39,89,39089,Distribution of population (%),5901,506,0.883,0.041,0.003,0.027,0,0.022,0.023,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Logan County,5,39,91,39091,Distribution of all-cause deaths (%),1455,117,0.975,0.014,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Logan County,5,39,91,39091,Distribution of COVID-19 deaths (%),1455,117,0.957,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Logan County,5,39,91,39091,Distribution of population (%),1455,117,0.928,0.018,0.003,0.009,0,0.02,0.022,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Lorain County,2,39,93,39093,Distribution of all-cause deaths (%),11013,1190,0.862,0.081,,0.004,,0.051,0.001,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Lorain County,2,39,93,39093,Distribution of COVID-19 deaths (%),11013,1190,0.845,0.082,,,,0.066,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Lorain County,2,39,93,39093,Distribution of population (%),11013,1190,0.775,0.077,0.002,0.014,0,0.105,0.027,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Lucas County,3,39,95,39095,Distribution of all-cause deaths (%),22411,2681,0.798,0.16,0,0.005,,0.033,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Lucas County,3,39,95,39095,Distribution of COVID-19 deaths (%),22411,2681,0.796,0.141,,0.006,,0.056,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Lucas County,3,39,95,39095,Distribution of population (%),22411,2681,0.677,0.197,0.002,0.017,0,0.077,0.03,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Mahoning County,3,39,99,39099,Distribution of all-cause deaths (%),13971,1589,0.835,0.139,,0.002,,0.021,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Mahoning County,3,39,99,39099,Distribution of COVID-19 deaths (%),13971,1589,0.833,0.148,,,,0.015,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Mahoning County,3,39,99,39099,Distribution of population (%),13971,1589,0.751,0.15,0.002,0.009,0,0.068,0.021,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,OH,Marion County,5,39,101,39101,Distribution of all-cause deaths (%),3067,451,0.964,0.027,,,,0.007,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
